X2,X4,X6,X8,X9_encoded,X10_encoded,X11_encoded,X3_encoded,X5_encoded,X7_encoded,Y
20.2,0.124261614,93.6462,1998.0,1.0,3.0,1.0,0.0,9.0,0.0,5.63
7.855,0.011261165,189.5188,1997.0,1.0,1.0,2.0,0.0,3.0,8.0,7.55
6.36,0.120520818,45.906000000000006,2004.0,1.0,2.0,2.0,0.0,6.0,6.0,6.04
17.0,0.015965308,229.4352,1997.0,1.0,1.0,2.0,1.0,13.0,8.0,8.48
5.78,0.0963862269999999,163.5552,1997.0,1.0,1.0,2.0,0.0,1.0,8.0,7.49
11.5,0.073029341,187.953,2002.0,1.0,2.0,2.0,0.0,6.0,7.0,7.88
17.75,0.0434437529999999,158.1946,1985.0,2.0,3.0,4.0,1.0,6.0,5.0,8.85
18.2,0.0495205929999999,147.3734,2009.0,2.0,3.0,3.0,0.0,6.0,3.0,7.77
18.25,0.079152918,223.8062,1987.0,3.0,3.0,2.0,0.0,5.0,1.0,8.36
12.6,0.048741487,60.4194,1987.0,3.0,3.0,2.0,0.0,1.0,1.0,6.9
8.575,0.071958197,195.3794,1999.0,2.0,1.0,2.0,1.0,4.0,9.0,8.16
18.2,0.162147349,37.719,2009.0,2.0,3.0,3.0,0.0,6.0,3.0,6.31
8.115,0.05382735,155.2972,1998.0,1.0,3.0,1.0,1.0,3.0,0.0,5.74
12.65,0.069565759,52.4324,2002.0,1.0,2.0,2.0,0.0,10.0,7.0,6.35
6.635,0.056019324,40.0454,1985.0,2.0,3.0,4.0,0.0,5.0,5.0,6.04
8.775,0.1099112719999999,41.9428,1997.0,1.0,1.0,2.0,0.0,4.0,8.0,7.34
5.94,0.029366813,187.7556,2004.0,1.0,2.0,2.0,1.0,1.0,6.0,8.23
18.85,0.055347985,131.5284,2004.0,1.0,2.0,2.0,0.0,0.0,6.0,7.37
9.8,0.0,49.2008,1987.0,3.0,3.0,2.0,1.0,0.0,1.0,6.49
12.65,0.156926608,238.3538,2007.0,2.0,2.0,2.0,1.0,6.0,2.0,8.62
20.7,0.039405676,149.8366,2009.0,2.0,3.0,3.0,0.0,9.0,3.0,7.73
14.65,0.170176516,55.2614,1987.0,3.0,3.0,2.0,0.0,7.0,1.0,6.58
18.25,0.0337776289999999,222.8456,1985.0,2.0,3.0,4.0,0.0,5.0,5.0,8.86
15.85,0.057546914,55.8956,2009.0,2.0,3.0,3.0,0.0,13.0,3.0,6.2
17.25,0.1600959009999999,61.5194,2007.0,2.0,2.0,2.0,1.0,6.0,2.0,6.96
16.0,0.099832728,87.4856,2007.0,2.0,2.0,2.0,1.0,5.0,2.0,5.57
6.32,0.012717946,40.2822,1997.0,1.0,1.0,2.0,0.0,10.0,8.0,6.44
6.525,0.090278634,86.7882,2004.0,1.0,2.0,2.0,0.0,9.0,6.0,7.59
6.695,0.0,191.882,1987.0,3.0,3.0,2.0,0.0,15.0,1.0,8.26
14.85,0.0099589409999999,157.963,2002.0,1.0,2.0,2.0,1.0,13.0,7.0,7.94
17.1,0.032678839,150.7392,1999.0,2.0,1.0,2.0,0.0,5.0,9.0,8.05
10.3,0.0,115.0176,1987.0,3.0,3.0,2.0,1.0,6.0,1.0,8.32
19.7,0.077849003,179.166,1987.0,3.0,3.0,2.0,0.0,0.0,1.0,8.02
10.695,0.011443222,73.5038,1999.0,2.0,1.0,2.0,1.0,13.0,9.0,7.3
7.285,0.031214809,177.1054,2002.0,1.0,2.0,2.0,0.0,9.0,7.0,7.87
17.7,0.051146565,127.3678,2009.0,2.0,3.0,3.0,0.0,9.0,3.0,8.1
18.25,0.015302653,198.0084,1999.0,2.0,1.0,2.0,0.0,13.0,9.0,6.68
5.175,0.04937018,106.7622,1998.0,1.0,3.0,1.0,1.0,13.0,0.0,5.36
5.635,0.0,148.705,1999.0,2.0,1.0,2.0,0.0,0.0,9.0,7.09
6.035,0.236433601,155.5998,1998.0,1.0,3.0,1.0,0.0,13.0,0.0,5.04
14.8,0.081372267,191.4846,2009.0,2.0,3.0,3.0,0.0,10.0,3.0,8.03
18.25,0.18329488,111.657,1997.0,1.0,1.0,2.0,1.0,4.0,8.0,7.34
16.1,0.06358934,179.4318,2009.0,2.0,3.0,3.0,1.0,4.0,3.0,5.89
16.75,0.060792265,170.4106,2009.0,2.0,3.0,3.0,0.0,4.0,3.0,6.24
17.7,0.0,184.3924,1997.0,1.0,1.0,2.0,1.0,15.0,8.0,8.36
8.88,0.098775709,208.927,1999.0,2.0,1.0,2.0,0.0,9.0,9.0,8.87
18.2,0.270300331,38.319,1998.0,1.0,3.0,1.0,0.0,6.0,0.0,4.7
11.15,0.119852889,44.9744,1987.0,3.0,3.0,2.0,0.0,4.0,1.0,6.21
20.0,0.034563936,45.3086,2007.0,2.0,2.0,2.0,0.0,0.0,2.0,6.2
7.935,0.031710329,263.091,1987.0,3.0,3.0,2.0,0.0,9.0,1.0,8.62
20.1,0.074778547,110.7228,2002.0,1.0,2.0,2.0,0.0,4.0,7.0,7.41
13.65,0.0130356089999999,114.7834,2004.0,1.0,2.0,2.0,1.0,6.0,6.0,8.15
6.635,0.0462779559999999,36.7506,2009.0,2.0,3.0,3.0,1.0,5.0,3.0,4.33
18.25,0.0793794999999999,226.1062,2002.0,1.0,2.0,2.0,0.0,5.0,7.0,8.82
11.15,0.073783159,66.0142,2007.0,2.0,2.0,2.0,0.0,11.0,2.0,6.9
19.5,0.01572192,185.6608,2004.0,1.0,2.0,2.0,0.0,9.0,6.0,6.82
6.48,0.033952603,148.2076,1999.0,2.0,1.0,2.0,0.0,13.0,9.0,8.13
11.15,0.105220024,102.7648,1987.0,3.0,3.0,2.0,1.0,0.0,1.0,7.04
5.985,0.095715608,125.8678,1987.0,3.0,3.0,2.0,0.0,5.0,1.0,8.18
7.27,0.046822808,99.3384,2007.0,2.0,2.0,2.0,0.0,8.0,2.0,7.92
6.78,0.0,227.5694,1999.0,2.0,1.0,2.0,1.0,6.0,9.0,8.2
9.195,0.04731256,50.7666,2009.0,2.0,3.0,3.0,1.0,5.0,3.0,6.24
19.5,0.077108099,232.8958,1987.0,3.0,3.0,2.0,1.0,14.0,1.0,8.63
6.59,0.106027474,83.9908,2009.0,2.0,3.0,3.0,0.0,6.0,3.0,7.26
7.51,0.01742908,229.601,1997.0,1.0,1.0,2.0,0.0,6.0,8.0,8.73
19.6,0.073229342,254.1014,1985.0,1.0,1.0,1.0,0.0,9.0,4.0,5.54
9.0,0.157257637,215.0192,1985.0,1.0,1.0,1.0,0.0,5.0,4.0,6.98
19.7,0.039988162,55.7298,1985.0,2.0,3.0,4.0,0.0,5.0,5.0,6.93
12.5,0.081119484,220.0798,2004.0,1.0,2.0,2.0,0.0,10.0,6.0,7.19
17.0,0.052421981,123.773,2009.0,2.0,3.0,3.0,0.0,8.0,3.0,7.12
13.0,0.070791391,46.4086,1985.0,2.0,3.0,4.0,0.0,8.0,5.0,7.6
12.65,0.069817659,53.5324,2007.0,2.0,2.0,2.0,0.0,10.0,2.0,6.72
12.5,0.109971578,82.7592,2004.0,1.0,2.0,2.0,1.0,6.0,6.0,6.36
18.7,0.0919509719999999,184.2292,2009.0,2.0,3.0,3.0,1.0,10.0,3.0,7.15
11.0,0.133145617,218.4798,1997.0,1.0,1.0,2.0,1.0,3.0,8.0,7.7
10.0,0.0466092809999999,248.6776,1985.0,1.0,1.0,1.0,0.0,9.0,4.0,6.21
7.35,0.028652919,40.5454,2002.0,1.0,2.0,2.0,0.0,6.0,7.0,6.3
10.895,0.136696892,264.5568,1987.0,3.0,3.0,2.0,0.0,4.0,1.0,8.62
17.2,0.012002075,165.3184,1987.0,3.0,3.0,2.0,1.0,3.0,1.0,6.9
15.5,0.025513973,83.7934,2007.0,2.0,2.0,2.0,1.0,0.0,2.0,7.3
7.905,0.064194304,229.4694,2002.0,1.0,2.0,2.0,0.0,7.0,7.0,7.63
9.8,0.0139200319999999,45.006,2007.0,2.0,2.0,2.0,0.0,14.0,2.0,6.67
11.6,0.079251097,79.2276,2009.0,2.0,3.0,3.0,1.0,5.0,3.0,6.48
15.85,0.121043709,59.422,1985.0,2.0,3.0,4.0,1.0,0.0,5.0,6.98
12.6,0.048545853,60.1194,1985.0,2.0,3.0,4.0,0.0,1.0,5.0,7.02
5.825,0.091467933,159.7894,2004.0,1.0,2.0,2.0,0.0,9.0,6.0,7.17
16.35,0.0,196.3426,2009.0,2.0,3.0,3.0,0.0,6.0,3.0,7.23
14.7,0.020916223,141.8128,2004.0,1.0,2.0,2.0,0.0,7.0,6.0,7.53
11.6,0.0,141.9154,2004.0,1.0,2.0,2.0,0.0,14.0,6.0,6.9
16.75,0.104768536,155.16299999999998,1987.0,3.0,3.0,2.0,0.0,13.0,1.0,8.0
12.5,0.0206804989999999,197.2742,1987.0,3.0,3.0,2.0,0.0,1.0,1.0,7.86
12.6,0.123727659,253.0356,1998.0,1.0,3.0,1.0,1.0,4.0,0.0,5.54
12.35,0.163805509,117.6124,1987.0,3.0,3.0,2.0,0.0,9.0,1.0,8.27
13.35,0.065082452,93.0804,2002.0,1.0,2.0,2.0,0.0,0.0,7.0,7.66
6.63,0.182128363,165.65,1985.0,1.0,1.0,1.0,1.0,0.0,4.0,6.5
16.35,0.01871404,223.4772,1985.0,2.0,3.0,4.0,1.0,6.0,5.0,8.87
14.0,0.159096908,129.3336,1985.0,1.0,1.0,1.0,0.0,7.0,4.0,4.85
6.63,0.103935018,166.85,1987.0,3.0,3.0,2.0,1.0,0.0,1.0,8.58
6.61,0.029129907,188.4898,2009.0,2.0,3.0,3.0,1.0,13.0,3.0,8.45
19.6,0.128011859,166.8816,2004.0,1.0,2.0,2.0,1.0,13.0,6.0,7.52
13.6,0.1198505409999999,234.53,2007.0,2.0,2.0,2.0,1.0,4.0,2.0,8.78
7.905,0.073985248,252.5724,1985.0,2.0,3.0,4.0,0.0,13.0,5.0,8.09
19.25,0.027233781,197.511,2007.0,2.0,2.0,2.0,1.0,10.0,2.0,6.89
5.73,0.079440262,86.7882,1985.0,1.0,1.0,1.0,0.0,14.0,4.0,4.45
20.0,0.060022526,168.7132,2002.0,1.0,2.0,2.0,1.0,0.0,7.0,8.77
20.25,0.02110482,217.0824,1985.0,2.0,3.0,4.0,0.0,3.0,5.0,8.82
20.75,0.1819585239999999,161.0578,1998.0,1.0,3.0,1.0,0.0,13.0,0.0,6.18
7.235,0.058222587,114.8834,1999.0,2.0,1.0,2.0,0.0,13.0,9.0,8.11
5.175,0.054723717,36.6874,1985.0,2.0,3.0,4.0,0.0,8.0,5.0,6.96
6.78,0.066724663,187.724,1999.0,2.0,1.0,2.0,0.0,6.0,9.0,7.31
7.3,0.144167934,146.3076,1998.0,1.0,3.0,1.0,0.0,5.0,0.0,6.79
12.3,0.052458358,188.753,1987.0,3.0,3.0,2.0,0.0,9.0,1.0,8.24
16.85,0.139985583,145.276,2009.0,2.0,3.0,3.0,0.0,13.0,3.0,7.82
14.65,0.099286298,49.8666,1999.0,2.0,1.0,2.0,1.0,13.0,9.0,6.33
15.6,0.037680711,123.7704,2004.0,1.0,2.0,2.0,0.0,13.0,6.0,8.05
17.35,0.1680649089999999,176.2712,2009.0,2.0,3.0,3.0,0.0,9.0,3.0,7.12
16.0,0.090111173,141.3154,1999.0,2.0,1.0,2.0,0.0,4.0,9.0,8.09
17.0,0.136286138,170.9106,2009.0,2.0,3.0,3.0,0.0,6.0,3.0,7.09
11.5,0.125857678,100.5358,2002.0,1.0,2.0,2.0,1.0,5.0,7.0,7.66
5.695,0.067700925,256.5988,1997.0,1.0,1.0,2.0,1.0,1.0,8.0,7.63
15.2,0.112896669,36.0848,1997.0,1.0,1.0,2.0,0.0,14.0,8.0,7.08
9.1,0.173973652,126.5362,1987.0,3.0,3.0,2.0,0.0,0.0,1.0,7.47
16.85,0.0,146.076,2007.0,2.0,2.0,2.0,0.0,13.0,2.0,7.88
11.15,0.073516952,65.9142,2002.0,1.0,2.0,2.0,0.0,11.0,7.0,6.67
17.0,0.119285634,247.4434,1987.0,3.0,3.0,2.0,0.0,5.0,1.0,8.0
7.47,0.153011599,215.2218,2007.0,2.0,2.0,2.0,1.0,5.0,2.0,8.14
20.7,0.04875891,37.3506,1997.0,1.0,1.0,2.0,0.0,6.0,8.0,6.73
15.6,0.1052761619999999,173.2764,2004.0,1.0,2.0,2.0,1.0,13.0,6.0,8.24
17.7,0.122123201,100.7674,2002.0,1.0,2.0,2.0,1.0,10.0,7.0,6.7
13.0,0.082970667,60.0194,1999.0,2.0,1.0,2.0,0.0,9.0,9.0,7.02
14.0,0.029782937,146.3786,2002.0,1.0,2.0,2.0,1.0,4.0,7.0,6.76
18.85,0.067953506,119.044,1997.0,1.0,1.0,2.0,1.0,4.0,8.0,7.78
15.7,0.03722507,182.4634,2004.0,1.0,2.0,2.0,0.0,14.0,6.0,7.6
15.85,0.020487625,44.0112,1997.0,1.0,1.0,2.0,0.0,9.0,8.0,6.15
6.175,0.179077475,94.3752,1997.0,1.0,1.0,2.0,1.0,10.0,8.0,7.2
20.25,0.037131628,216.4824,1985.0,1.0,1.0,1.0,0.0,3.0,4.0,5.39
16.0,0.017547958,48.3718,2004.0,1.0,2.0,2.0,1.0,10.0,6.0,6.42
13.15,0.093191195,158.1604,2007.0,2.0,2.0,2.0,0.0,9.0,2.0,7.26
16.5,0.079875237,102.7332,2002.0,1.0,2.0,2.0,1.0,6.0,7.0,7.34
14.65,0.01125332,57.0614,2007.0,2.0,2.0,2.0,0.0,11.0,2.0,6.85
13.5,0.125170423,261.491,1987.0,3.0,3.0,2.0,1.0,13.0,1.0,8.14
10.1,0.032152004,50.6008,1999.0,2.0,1.0,2.0,0.0,3.0,9.0,6.0
11.85,0.056033565,51.4666,2007.0,2.0,2.0,2.0,1.0,0.0,2.0,6.88
9.285,0.021049215,161.0578,2002.0,1.0,2.0,2.0,1.0,13.0,7.0,7.79
12.8,0.023526504,223.5404,2004.0,1.0,2.0,2.0,1.0,10.0,6.0,8.64
6.235,0.020229757,260.8962,1999.0,2.0,1.0,2.0,0.0,9.0,9.0,8.69
12.15,0.131445848,246.846,2002.0,1.0,2.0,2.0,0.0,5.0,7.0,8.76
18.2,0.083862625,44.077,1985.0,1.0,1.0,1.0,0.0,8.0,4.0,5.38
12.35,0.18614827,78.2328,1999.0,2.0,1.0,2.0,1.0,0.0,9.0,7.05
9.195,0.204713036,101.0016,1998.0,1.0,3.0,1.0,1.0,6.0,0.0,5.31
16.2,0.036057562,260.3278,2009.0,2.0,3.0,3.0,0.0,6.0,3.0,7.76
7.285,0.0313278389999999,174.6054,2007.0,2.0,2.0,2.0,0.0,9.0,2.0,8.0
7.05,0.055558509,224.7088,1997.0,1.0,1.0,2.0,1.0,1.0,8.0,8.05
19.7,0.0,109.9254,1985.0,1.0,1.0,1.0,0.0,5.0,4.0,4.69
14.5,0.0638635509999999,262.3594,1997.0,1.0,1.0,2.0,1.0,1.0,8.0,8.4
13.35,0.0,75.7012,2007.0,2.0,2.0,2.0,0.0,4.0,2.0,7.27
11.5,0.0,128.4652,1999.0,2.0,1.0,2.0,0.0,6.0,9.0,7.95
12.1,0.016852909,180.666,1999.0,2.0,1.0,2.0,0.0,7.0,9.0,7.96
11.8,0.094037241,124.5704,2009.0,2.0,3.0,3.0,1.0,13.0,3.0,6.91
7.05,0.085312137,107.4912,2009.0,2.0,3.0,3.0,0.0,13.0,3.0,6.89
13.6,0.053764023,195.7768,1985.0,2.0,3.0,4.0,0.0,12.0,5.0,8.17
18.75,0.010365546,207.0954,1997.0,1.0,1.0,2.0,0.0,9.0,8.0,8.05
19.25,0.027135522,196.311,2002.0,2.0,2.0,2.0,1.0,10.0,7.0,8.05
16.2,0.0,100.57,1987.0,3.0,3.0,2.0,0.0,3.0,1.0,7.24
8.31,0.1161485959999999,176.0028,2009.0,2.0,3.0,3.0,1.0,13.0,3.0,8.4
13.1,0.075363922,73.8354,2007.0,2.0,2.0,2.0,0.0,4.0,2.0,7.58
13.5,0.0214964029999999,180.5976,1997.0,1.0,1.0,2.0,0.0,6.0,8.0,8.03
11.15,0.085931544,169.679,1997.0,1.0,1.0,2.0,1.0,13.0,8.0,6.93
7.5,0.096806008,56.2588,2009.0,2.0,3.0,3.0,0.0,9.0,3.0,6.53
5.88,0.04778563,156.5946,1985.0,2.0,3.0,4.0,0.0,7.0,5.0,8.24
15.6,0.105725004,169.9764,2009.0,2.0,3.0,3.0,1.0,13.0,3.0,7.92
16.85,0.148764535,111.1912,1985.0,1.0,1.0,1.0,0.0,13.0,4.0,4.69
6.78,0.066997921,186.524,2007.0,2.0,2.0,2.0,0.0,6.0,2.0,7.87
16.0,0.040938155,141.1496,2004.0,1.0,2.0,2.0,0.0,13.0,6.0,8.42
7.27,0.014661762,89.1172,1985.0,2.0,3.0,4.0,1.0,3.0,5.0,7.75
10.5,0.048213766,159.6946,2009.0,2.0,3.0,3.0,0.0,7.0,3.0,8.2
17.1,0.032761024,148.8392,2009.0,2.0,3.0,3.0,0.0,5.0,3.0,7.64
7.535,0.0,121.644,2002.0,1.0,2.0,2.0,0.0,14.0,7.0,7.35
15.1,0.0259885079999999,146.6076,2004.0,1.0,2.0,2.0,0.0,5.0,6.0,7.77
15.1,0.026140452,149.0076,2007.0,2.0,2.0,2.0,0.0,5.0,2.0,8.33
10.0,0.0259324079999999,264.7226,2009.0,2.0,3.0,3.0,0.0,3.0,3.0,8.06
20.85,0.0981704019999999,224.0746,2007.0,1.0,2.0,2.0,0.0,15.0,2.0,7.72
16.7,0.119439636,182.1976,2004.0,1.0,2.0,2.0,1.0,6.0,6.0,6.59
8.315,0.059540542,143.6444,1998.0,1.0,3.0,1.0,1.0,0.0,0.0,4.98
8.51,0.044122209,173.8054,1985.0,1.0,1.0,1.0,0.0,13.0,4.0,5.17
16.75,0.081304829,258.4988,2004.0,1.0,2.0,2.0,0.0,6.0,6.0,8.32
6.15,0.081014461,98.8384,1985.0,1.0,1.0,1.0,0.0,0.0,4.0,6.2
12.5,0.0067756669999999,42.9112,1999.0,2.0,1.0,2.0,0.0,9.0,9.0,6.93
6.8,0.03749705,49.9034,1997.0,1.0,1.0,2.0,0.0,0.0,8.0,5.27
7.3,0.086060695,149.8076,1987.0,3.0,3.0,2.0,0.0,5.0,1.0,7.94
15.85,0.020519478,42.5112,1999.0,2.0,1.0,2.0,0.0,9.0,9.0,6.75
12.1,0.061163967,56.5614,2004.0,1.0,2.0,2.0,1.0,14.0,6.0,6.72
9.195,0.07821891,107.6596,2002.0,1.0,2.0,2.0,1.0,10.0,7.0,5.78
7.59,0.14492016,174.708,1987.0,3.0,3.0,2.0,1.0,6.0,1.0,7.99
12.15,0.0622359829999999,34.5532,1987.0,3.0,3.0,2.0,0.0,15.0,1.0,5.88
19.75,0.0301669239999999,179.766,1998.0,1.0,3.0,1.0,1.0,5.0,0.0,6.58
18.85,0.016104504,130.2626,2004.0,1.0,2.0,2.0,0.0,8.0,6.0,7.77
12.15,0.01544786,211.2928,1987.0,3.0,3.0,2.0,0.0,5.0,1.0,7.91
13.1,0.037574137,174.2054,2004.0,1.0,2.0,2.0,0.0,6.0,6.0,8.21
16.85,0.106876976,146.7076,1985.0,2.0,3.0,4.0,0.0,13.0,5.0,8.25
9.195,0.32111501,100.77,1985.0,1.0,1.0,1.0,0.0,6.0,4.0,5.3
7.895,0.0611246259999999,58.5588,1987.0,3.0,3.0,2.0,1.0,2.0,1.0,5.15
8.655,0.127599399,118.9098,1985.0,1.0,1.0,1.0,1.0,13.0,4.0,4.79
16.75,0.029785889,38.9822,1999.0,2.0,1.0,2.0,0.0,13.0,9.0,6.44
16.35,0.0,198.211,2004.0,1.0,2.0,2.0,0.0,9.0,6.0,7.99
8.21,0.010762387,149.5392,2004.0,1.0,2.0,2.0,0.0,7.0,6.0,7.49
15.85,0.108206497,58.3904,2007.0,2.0,2.0,2.0,0.0,14.0,2.0,6.15
16.2,0.063127333,100.47,1999.0,2.0,1.0,2.0,0.0,3.0,9.0,7.38
17.5,0.02687089,264.491,1997.0,1.0,1.0,2.0,0.0,5.0,8.0,8.21
15.5,0.099681705,107.4622,1985.0,1.0,1.0,1.0,0.0,0.0,4.0,5.76
13.65,0.072898645,198.1426,2004.0,1.0,2.0,2.0,1.0,5.0,6.0,7.59
11.35,0.0633545309999999,88.9856,2002.0,1.0,2.0,2.0,1.0,4.0,7.0,7.12
10.8,0.082534287,191.1504,2004.0,1.0,2.0,2.0,0.0,4.0,6.0,8.39
7.47,0.152024355,211.8218,1987.0,3.0,3.0,2.0,1.0,5.0,1.0,7.31
19.85,0.0456692359999999,126.402,1997.0,1.0,1.0,2.0,0.0,6.0,8.0,6.92
8.39,0.0243425779999999,113.6176,2007.0,2.0,2.0,2.0,1.0,5.0,2.0,7.96
10.8,0.0289882879999999,239.2222,1999.0,2.0,1.0,2.0,0.0,13.0,9.0,8.81
15.0,0.044908404,140.2838,1997.0,1.0,1.0,2.0,0.0,8.0,8.0,7.25
17.35,0.168329848,176.7712,2007.0,2.0,2.0,2.0,0.0,9.0,2.0,7.94
14.1,0.111936685,198.8084,1998.0,1.0,3.0,1.0,0.0,13.0,0.0,6.9
19.2,0.005620213,226.6062,2007.0,1.0,2.0,2.0,1.0,15.0,2.0,8.55
15.6,0.117095014,78.067,1999.0,2.0,1.0,2.0,0.0,5.0,9.0,7.05
17.85,0.248301532,124.1072,1985.0,1.0,1.0,1.0,0.0,13.0,4.0,5.5
20.5,0.023274107,154.134,2007.0,2.0,2.0,2.0,0.0,11.0,2.0,7.98
12.15,0.091354948,122.3072,1985.0,1.0,1.0,1.0,0.0,13.0,4.0,4.81
10.6,0.011087128,41.4454,2004.0,1.0,2.0,2.0,0.0,1.0,6.0,7.29
15.1,0.099839365,143.3786,2004.0,1.0,2.0,2.0,1.0,6.0,6.0,7.46
7.035,0.0219384039999999,264.691,2009.0,2.0,3.0,3.0,0.0,5.0,3.0,8.66
16.0,0.090480206,142.4154,2007.0,2.0,2.0,2.0,0.0,4.0,2.0,7.59
13.65,0.080640478,262.6936,1997.0,1.0,1.0,2.0,1.0,5.0,8.0,8.34
18.85,0.040338009,246.7144,1987.0,3.0,3.0,2.0,0.0,9.0,1.0,8.8
6.115,0.007043008,190.353,2004.0,1.0,2.0,2.0,1.0,14.0,6.0,6.34
8.96,0.069219165,196.5768,2009.0,2.0,3.0,3.0,1.0,6.0,3.0,7.92
19.6,0.039569689,165.9526,2004.0,1.0,2.0,2.0,0.0,13.0,6.0,7.88
9.195,0.1805880819999999,182.2634,1998.0,1.0,3.0,1.0,0.0,13.0,0.0,5.9
8.97,0.09301462,52.7956,1997.0,1.0,1.0,2.0,0.0,9.0,8.0,6.94
12.35,0.274405193,117.1124,1998.0,1.0,3.0,1.0,0.0,9.0,0.0,5.87
9.3,0.0668871229999999,183.9292,1999.0,2.0,1.0,2.0,0.0,5.0,9.0,8.1
17.7,0.0424684129999999,162.421,2004.0,1.0,2.0,2.0,1.0,5.0,6.0,7.29
7.27,0.071188446,111.9518,1999.0,2.0,1.0,2.0,0.0,14.0,9.0,7.04
20.7,0.191008614,92.8436,1998.0,1.0,3.0,1.0,1.0,4.0,0.0,5.24
16.1,0.159595473,32.8558,1987.0,3.0,3.0,2.0,1.0,5.0,1.0,5.83
6.76,0.0869055359999999,78.8644,1985.0,1.0,1.0,1.0,1.0,6.0,4.0,5.75
20.75,0.0891863869999999,193.3478,1987.0,3.0,3.0,2.0,0.0,2.0,1.0,8.7
20.2,0.112321218,123.6046,1997.0,1.0,1.0,2.0,0.0,9.0,8.0,8.0
5.51,0.034668802,98.5726,2007.0,2.0,2.0,2.0,0.0,8.0,2.0,7.47
20.2,0.0,129.0678,2007.0,2.0,2.0,2.0,1.0,6.0,2.0,8.18
14.7,0.072592873,48.5034,2009.0,2.0,3.0,3.0,0.0,6.0,3.0,6.77
20.0,0.059889718,168.5132,2004.0,1.0,2.0,2.0,1.0,0.0,6.0,7.96
17.1,0.112402118,112.986,1998.0,1.0,3.0,1.0,0.0,9.0,0.0,4.73
11.5,0.029529474,132.6626,1998.0,1.0,3.0,1.0,0.0,8.0,0.0,5.57
11.15,0.105736638,104.4648,2009.0,2.0,3.0,3.0,1.0,0.0,3.0,7.69
16.2,0.044291251,43.3454,1999.0,2.0,1.0,2.0,0.0,5.0,9.0,6.22
16.1,0.100388706,76.0328,1999.0,2.0,1.0,2.0,0.0,6.0,9.0,7.52
11.5,0.070556945,191.2162,1985.0,2.0,3.0,4.0,0.0,6.0,5.0,8.92
15.0,0.054599767,59.4904,2009.0,2.0,3.0,3.0,1.0,3.0,3.0,6.47
12.8,0.069560905,263.0252,1987.0,3.0,3.0,2.0,0.0,15.0,1.0,7.97
5.985,0.0,125.2678,2004.0,1.0,2.0,2.0,0.0,5.0,6.0,6.92
19.35,0.0214534929999999,120.3098,2004.0,1.0,2.0,2.0,1.0,6.0,6.0,7.84
16.6,0.016276741,109.8596,2009.0,2.0,3.0,3.0,0.0,8.0,3.0,7.39
15.5,0.056656942,106.2622,1985.0,2.0,3.0,4.0,0.0,0.0,5.0,7.75
11.5,0.072994847,189.253,1999.0,2.0,1.0,2.0,0.0,6.0,9.0,7.19
8.88,0.165073642,207.727,1998.0,1.0,3.0,1.0,0.0,9.0,0.0,5.35
11.6,0.0177449989999999,177.9686,1997.0,1.0,1.0,2.0,0.0,3.0,8.0,7.13
9.8,0.047453947,101.7016,2007.0,2.0,2.0,2.0,0.0,0.0,2.0,7.33
9.395,0.171422166,139.1838,2002.0,1.0,2.0,2.0,1.0,6.0,7.0,7.43
12.3,0.021860985,193.3162,1997.0,1.0,1.0,2.0,0.0,5.0,8.0,8.03
16.1,0.0235772979999999,192.6846,1997.0,1.0,1.0,2.0,0.0,14.0,8.0,7.96
19.1,0.043304681,147.5418,1998.0,1.0,3.0,1.0,1.0,6.0,0.0,5.68
8.43,0.177971115,174.0422,1999.0,2.0,1.0,2.0,0.0,9.0,9.0,7.63
14.5,0.106894492,260.4594,1998.0,1.0,3.0,1.0,1.0,1.0,0.0,6.95
8.27,0.127927931,184.8924,1997.0,1.0,1.0,2.0,1.0,14.0,8.0,8.4
7.02,0.081623275,148.0734,2007.0,2.0,2.0,2.0,0.0,6.0,2.0,7.57
20.0,0.051596927,128.0678,2002.0,1.0,2.0,2.0,1.0,5.0,7.0,7.48
7.81,0.067592098,246.0486,2002.0,1.0,2.0,2.0,0.0,14.0,7.0,8.87
9.285,0.054670967,158.6604,1985.0,1.0,1.0,1.0,0.0,12.0,4.0,5.76
13.1,0.0120894789999999,189.853,1987.0,3.0,3.0,2.0,0.0,11.0,1.0,8.14
15.2,0.0212505279999999,216.5824,2002.0,1.0,2.0,2.0,0.0,3.0,7.0,8.56
10.8,0.05843345,74.738,1997.0,1.0,1.0,2.0,0.0,7.0,8.0,6.93
12.6,0.05606697,50.7982,2004.0,1.0,2.0,2.0,0.0,12.0,6.0,6.16
12.15,0.029569276,115.015,1999.0,2.0,1.0,2.0,0.0,9.0,9.0,7.98
7.42,0.0204332,248.9092,2002.0,1.0,2.0,2.0,0.0,13.0,7.0,8.7
10.3,0.0552132809999999,172.4764,1985.0,1.0,1.0,1.0,1.0,0.0,4.0,6.53
6.885,0.1408005,111.4228,2007.0,2.0,2.0,2.0,1.0,3.0,2.0,8.0
12.5,0.047665717,42.177,1985.0,2.0,3.0,4.0,0.0,8.0,5.0,7.13
20.25,0.059268885,246.446,2007.0,2.0,2.0,2.0,0.0,9.0,2.0,8.21
15.3,0.084937098,214.0218,2002.0,1.0,2.0,2.0,1.0,3.0,7.0,6.97
9.21,0.008778413,122.4414,1999.0,2.0,1.0,2.0,0.0,6.0,9.0,7.37
15.6,0.0,220.4798,2009.0,2.0,3.0,3.0,0.0,13.0,3.0,6.49
